condition_idx,identity,source_image,transformation,transformation_tier,transformation_category,detector_success,quality_flag_blur,quality_flag_low_light,quality_flag_noise,quality_flag_off_pose,quality_flag_small_face,quality_any_flag,quality_blur_var,quality_luma_mean,quality_noise_sigma,quality_pose_angle,quality_face_px,lbph_name,lbph_distance,lbph_margin,sface_name,sface_cosine,sface_l2,always_lbph_pred,always_lbph_correct,direct_sface_pred,direct_sface_correct,seq_cascade_pred,seq_cascade_correct,seq_cascade_reason,seq_cascade_sface_invoked,quality_only_pred,quality_only_correct,quality_only_reason,early_bypass_pred,early_bypass_correct,early_bypass_reason,early_bypass_routing_path,early_bypass_lbph_invoked,early_bypass_sface_invoked,latency_always_lbph_ms,latency_direct_sface_ms,latency_seq_cascade_ms,latency_quality_only_ms,latency_early_bypass_ms
1147,Jul_Leo_Javellana,light_name.jpg,persp_6,medium,Perspective,True,False,False,False,False,False,False,1340.686,76.75,3.729,1.12,74,Jul_Leo_Javellana,73.7086,0.0548,Jul_Leo_Javellana,0.8102,0.6161,Unknown,False,Jul_Leo_Javellana,True,Jul_Leo_Javellana,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jul_Leo_Javellana,True,ambiguous_band,quality_clear_dual_sface,True,True,4.398,9.463,13.387,4.901,13.415
1148,Jul_Leo_Javellana,light_name.jpg,persp_4,light,Perspective,True,False,False,False,False,False,False,1328.207,76.47,3.533,1.2,75,Jul_Leo_Javellana,72.1548,0.0813,Jul_Leo_Javellana,0.8075,0.6204,Unknown,False,Jul_Leo_Javellana,True,Jul_Leo_Javellana,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Jul_Leo_Javellana,True,ambiguous_band,quality_clear_dual_sface,True,True,5.125,9.649,16.32,5.447,15.146
1149,Julian_Diego_Mapa,dark_name.jpg,brightness_p25,heavy,Brightness change,True,False,False,False,False,False,False,1151.764,62.19,4.165,4.72,74,Julian_Diego_Mapa,55.303,0.3113,Julian_Diego_Mapa,0.8802,0.4894,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,confident_accept,False,Julian_Diego_Mapa,True,quality_router_lbph_accept,Julian_Diego_Mapa,True,confident_accept,quality_clear_lbph_terminal,True,False,4.422,8.379,4.556,5.278,4.886
1150,Julian_Diego_Mapa,dark_name.jpg,brightness_p20,medium,Brightness change,True,False,False,False,False,False,False,1061.991,59.65,3.996,4.79,74,Julian_Diego_Mapa,54.9792,0.3066,Julian_Diego_Mapa,0.8857,0.478,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,confident_accept,False,Julian_Diego_Mapa,True,quality_router_lbph_accept,Julian_Diego_Mapa,True,confident_accept,quality_clear_lbph_terminal,True,False,4.419,8.261,4.583,4.649,4.528
1151,Julian_Diego_Mapa,dark_name.jpg,brightness_p10,light,Brightness change,True,False,False,False,False,False,False,890.535,54.6,3.657,4.79,75,Julian_Diego_Mapa,55.9787,0.2975,Julian_Diego_Mapa,0.893,0.4626,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,confident_accept,False,Julian_Diego_Mapa,True,quality_router_lbph_accept,Julian_Diego_Mapa,True,confident_accept,quality_clear_lbph_terminal,True,False,4.863,8.875,4.892,4.945,4.783
1152,Julian_Diego_Mapa,dark_name.jpg,monochrome,light,Colour to monochrome,True,False,True,False,False,False,True,738.028,50.02,3.323,0.56,74,Julian_Diego_Mapa,55.8097,0.2859,Julian_Diego_Mapa,0.8969,0.4541,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:low_light,True,Julian_Diego_Mapa,True,quality_router_sface:low_light,Julian_Diego_Mapa,True,quality:low_light,quality_triggered_sface,False,True,5.28,8.84,16.256,9.744,9.987
1153,Julian_Diego_Mapa,dark_name.jpg,jpeg_q30,heavy,JPEG compression,True,True,True,False,False,False,True,244.212,50.28,0.86,3.74,75,Julian_Diego_Mapa,63.1991,0.2204,Julian_Diego_Mapa,0.844,0.5586,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.712,8.842,14.524,8.501,9.421
1154,Julian_Diego_Mapa,dark_name.jpg,jpeg_q60,medium,JPEG compression,True,True,True,False,False,False,True,484.658,50.16,1.445,4.61,74,Julian_Diego_Mapa,60.3149,0.1948,Julian_Diego_Mapa,0.8683,0.5133,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.41,8.378,13.171,8.786,8.539
1155,Julian_Diego_Mapa,dark_name.jpg,jpeg_q80,light,JPEG compression,True,False,True,False,False,False,True,636.17,50.12,2.111,4.14,74,Julian_Diego_Mapa,57.5137,0.2736,Julian_Diego_Mapa,0.9053,0.4353,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:low_light,True,Julian_Diego_Mapa,True,quality_router_sface:low_light,Julian_Diego_Mapa,True,quality:low_light,quality_triggered_sface,False,True,4.553,8.033,12.431,9.082,9.605
1156,Julian_Diego_Mapa,dark_name.jpg,color_8bit,medium,Colour reduction,True,False,True,False,False,False,True,1400.787,49.02,5.171,0.2,73,Julian_Diego_Mapa,70.8999,0.1707,Julian_Diego_Mapa,0.6695,0.813,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:low_light,True,Julian_Diego_Mapa,True,quality_router_sface:low_light,Julian_Diego_Mapa,True,quality:low_light,quality_triggered_sface,False,True,4.717,8.894,13.868,8.613,9.727
1157,Julian_Diego_Mapa,dark_name.jpg,rgb565,light,Colour reduction,True,False,True,False,False,False,True,755.862,49.53,3.554,4.44,75,Julian_Diego_Mapa,55.3018,0.3177,Julian_Diego_Mapa,0.8805,0.4889,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:low_light,True,Julian_Diego_Mapa,True,quality_router_sface:low_light,Julian_Diego_Mapa,True,quality:low_light,quality_triggered_sface,False,True,4.921,7.819,13.167,8.29,8.835
1158,Julian_Diego_Mapa,dark_name.jpg,gaussnoise_12,heavy,Gaussian noise,True,False,True,True,False,False,True,1900.668,50.2,9.151,2.51,73,Julian_Diego_Mapa,66.6464,0.1162,Julian_Diego_Mapa,0.803,0.6276,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:low_light,noise",True,Julian_Diego_Mapa,True,"quality_router_sface:low_light,noise",Julian_Diego_Mapa,True,"quality:low_light,noise",quality_triggered_sface,False,True,4.953,8.533,13.277,8.809,8.708
1159,Julian_Diego_Mapa,dark_name.jpg,gaussnoise_8,medium,Gaussian noise,True,False,True,False,False,False,True,1265.174,49.9,6.86,2.41,75,Julian_Diego_Mapa,62.9436,0.1797,Julian_Diego_Mapa,0.8544,0.5396,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:low_light,True,Julian_Diego_Mapa,True,quality_router_sface:low_light,Julian_Diego_Mapa,True,quality:low_light,quality_triggered_sface,False,True,5.518,8.948,15.611,9.415,9.28
1160,Julian_Diego_Mapa,dark_name.jpg,gaussnoise_4,light,Gaussian noise,True,False,True,False,False,False,True,861.572,49.67,4.647,3.98,74,Julian_Diego_Mapa,56.6542,0.2758,Julian_Diego_Mapa,0.8933,0.4619,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:low_light,True,Julian_Diego_Mapa,True,quality_router_sface:low_light,Julian_Diego_Mapa,True,quality:low_light,quality_triggered_sface,False,True,4.596,8.035,15.009,8.284,7.874
1161,Julian_Diego_Mapa,dark_name.jpg,histeq,light,Histogram equalization,True,False,False,True,False,False,True,5410.338,126.97,9.523,0.89,73,Julian_Diego_Mapa,61.4782,0.204,Julian_Diego_Mapa,0.8793,0.4913,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:noise,True,Julian_Diego_Mapa,True,quality_router_sface:noise,Julian_Diego_Mapa,True,quality:noise,quality_triggered_sface,False,True,4.672,8.473,12.764,8.845,8.545
1162,Julian_Diego_Mapa,dark_name.jpg,autolevel,light,Auto-levels,True,False,False,False,False,False,False,2875.709,100.72,6.668,4.17,73,Julian_Diego_Mapa,55.7462,0.3076,Julian_Diego_Mapa,0.8756,0.4988,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,confident_accept,False,Julian_Diego_Mapa,True,quality_router_lbph_accept,Julian_Diego_Mapa,True,confident_accept,quality_clear_lbph_terminal,True,False,4.723,8.38,4.97,4.915,5.119
1163,Julian_Diego_Mapa,dark_name.jpg,blur_7,heavy,Blur,True,True,True,False,False,False,True,11.997,49.98,0.324,6.32,74,Julian_Diego_Mapa,66.3643,0.253,Julian_Diego_Mapa,0.853,0.5422,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.42,8.28,13.724,8.957,8.665
1164,Julian_Diego_Mapa,dark_name.jpg,blur_5,medium,Blur,True,True,True,False,False,False,True,23.795,50.01,0.353,7.98,75,Julian_Diego_Mapa,60.4501,0.2965,Julian_Diego_Mapa,0.8907,0.4676,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,6.119,9.839,12.322,8.33,7.977
1165,Julian_Diego_Mapa,dark_name.jpg,blur_3,light,Blur,True,True,True,False,False,False,True,52.201,50.04,0.485,6.79,75,Julian_Diego_Mapa,57.7373,0.3039,Julian_Diego_Mapa,0.9008,0.4455,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.527,8.831,13.176,8.575,8.922
1166,Julian_Diego_Mapa,dark_name.jpg,rot_270,heavy,Rotation,True,False,True,False,False,False,True,738.028,50.02,3.323,9.37,77,Norbert_Audines,89.9669,0.0313,Unknown,0.1926,1.2707,Unknown,False,Unknown,False,Unknown,False,quality:low_light,True,Unknown,False,quality_router_sface:low_light,Unknown,False,quality:low_light,quality_triggered_sface,False,True,4.886,9.834,18.548,11.849,9.943
1167,Julian_Diego_Mapa,dark_name.jpg,rot_180,medium,Rotation,True,False,True,False,False,False,True,738.028,50.02,3.323,4.7,78,Norbert_Audines,84.4006,0.0227,Unknown,0.2578,1.2183,Unknown,False,Unknown,False,Unknown,False,quality:low_light,True,Unknown,False,quality_router_sface:low_light,Unknown,False,quality:low_light,quality_triggered_sface,False,True,4.468,9.869,13.186,8.015,8.031
1168,Julian_Diego_Mapa,dark_name.jpg,rot_90,light,Rotation,True,False,True,False,False,False,True,738.028,50.02,3.323,29.64,65,Jul_Leo_Javellana,92.9217,0.0069,Unknown,0.1355,1.3149,Unknown,False,Unknown,False,Unknown,False,quality:low_light,True,Unknown,False,quality_router_sface:low_light,Unknown,False,quality:low_light,quality_triggered_sface,False,True,5.375,8.694,13.244,8.981,9.518
1169,Julian_Diego_Mapa,dark_name.jpg,rot_45,heavy,Simple rotation,True,True,True,False,False,False,True,208.986,52.84,1.914,13.23,93,Jul_Leo_Javellana,86.6752,0.0078,Unknown,0.2446,1.2291,Unknown,False,Unknown,False,Unknown,False,"quality:blur,low_light",True,Unknown,False,"quality_router_sface:blur,low_light",Unknown,False,"quality:blur,low_light",quality_triggered_sface,False,True,4.494,8.1,12.603,8.738,8.162
1170,Julian_Diego_Mapa,dark_name.jpg,rot_25,medium,Simple rotation,True,True,True,False,False,False,True,212.142,51.55,1.741,19.16,80,Julian_Diego_Mapa,88.6875,0.0085,Julian_Diego_Mapa,0.6202,0.8716,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,5.066,8.744,14.297,9.517,9.346
1171,Julian_Diego_Mapa,dark_name.jpg,rot_10,light,Simple rotation,True,True,True,False,False,False,True,268.559,50.29,1.678,3.77,75,Julian_Diego_Mapa,75.2047,0.047,Julian_Diego_Mapa,0.8183,0.6029,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.507,8.279,13.865,9.114,11.524
1172,Julian_Diego_Mapa,dark_name.jpg,scale_50,heavy,Scaling,False,False,False,False,False,False,False,,,,,,,,,,,,Unknown,False,Unknown,False,Unknown,False,detector_failure,False,Unknown,False,,Unknown,False,detector_failure,detector_failure,False,False,0.0,0.0,0.0,0.0,0.0
1173,Julian_Diego_Mapa,dark_name.jpg,scale_70,medium,Scaling,True,False,True,False,False,True,True,609.52,44.46,2.758,3.69,52,Julian_Diego_Mapa,90.7342,0.0318,Julian_Diego_Mapa,0.7496,0.7076,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:low_light,small_face",True,Julian_Diego_Mapa,True,"quality_router_sface:low_light,small_face",Julian_Diego_Mapa,True,"quality:low_light,small_face",quality_triggered_sface,False,True,4.851,8.566,13.021,8.837,8.537
1174,Julian_Diego_Mapa,dark_name.jpg,scale_90,light,Scaling,True,True,True,False,False,False,True,322.012,48.83,1.85,1.1,67,Julian_Diego_Mapa,62.3715,0.2103,Julian_Diego_Mapa,0.816,0.6067,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.965,9.431,13.172,9.444,8.513
1175,Julian_Diego_Mapa,dark_name.jpg,trans_30,heavy,Translation,True,False,False,False,False,True,True,619.102,53.24,3.499,7.25,59,Francis_Miles_Ang,101.8197,0.0028,Julian_Diego_Mapa,0.6724,0.8095,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:small_face,True,Julian_Diego_Mapa,True,quality_router_sface:small_face,Julian_Diego_Mapa,True,quality:small_face,quality_triggered_sface,False,True,4.898,8.036,15.148,8.221,8.489
1176,Julian_Diego_Mapa,dark_name.jpg,trans_20,medium,Translation,True,True,True,False,False,False,True,475.022,52.83,3.136,7.85,69,Mary_Jade_Jakosalem,91.9043,0.0381,Julian_Diego_Mapa,0.7537,0.7019,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,5.208,9.773,13.444,8.862,8.498
1177,Julian_Diego_Mapa,dark_name.jpg,trans_10,light,Translation,True,True,True,False,False,False,True,474.56,51.08,3.006,2.45,75,Norbert_Audines,83.5455,0.0121,Julian_Diego_Mapa,0.8012,0.6306,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,5.553,9.377,15.45,9.355,9.68
1178,Julian_Diego_Mapa,dark_name.jpg,flip_lr,light,Flip,True,False,True,False,False,False,True,738.028,50.02,3.323,0.91,73,Julian_Diego_Mapa,62.133,0.1266,Julian_Diego_Mapa,0.8963,0.4553,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:low_light,True,Julian_Diego_Mapa,True,quality_router_sface:low_light,Julian_Diego_Mapa,True,quality:low_light,quality_triggered_sface,False,True,4.591,8.869,12.935,8.745,8.586
1179,Julian_Diego_Mapa,dark_name.jpg,aspect_6_3,medium,Aspect ratio change,True,True,True,False,False,False,True,144.147,50.17,0.815,4.85,74,Julian_Diego_Mapa,58.4801,0.2666,Julian_Diego_Mapa,0.863,0.5234,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.427,8.083,13.134,8.126,8.38
1180,Julian_Diego_Mapa,dark_name.jpg,aspect_16_9,light,Aspect ratio change,True,True,True,False,False,False,True,156.961,49.94,0.902,4.88,74,Julian_Diego_Mapa,57.8316,0.283,Julian_Diego_Mapa,0.8729,0.5043,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.694,8.327,13.846,9.596,8.556
1181,Julian_Diego_Mapa,dark_name.jpg,crop_60,heavy,Crop,True,True,False,False,False,False,True,120.262,55.33,0.939,2.09,94,Yuan_Paulo_Sebastian_Belen,76.6512,0.0063,Julian_Diego_Mapa,0.7789,0.6649,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:blur,True,Julian_Diego_Mapa,True,quality_router_sface:blur,Julian_Diego_Mapa,True,quality:blur,quality_triggered_sface,False,True,5.363,12.217,16.837,13.611,11.153
1182,Julian_Diego_Mapa,dark_name.jpg,crop_70,medium,Crop,True,True,True,False,False,False,True,163.621,52.51,1.124,0.65,86,Julian_Diego_Mapa,72.3484,0.0026,Julian_Diego_Mapa,0.7999,0.6326,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.397,8.188,12.641,8.082,7.911
1183,Julian_Diego_Mapa,dark_name.jpg,crop_90,light,Crop,True,True,True,False,False,False,True,224.719,50.26,1.437,4.23,79,Julian_Diego_Mapa,57.4322,0.2559,Julian_Diego_Mapa,0.8977,0.4524,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.523,7.87,12.921,8.187,8.86
1184,Julian_Diego_Mapa,dark_name.jpg,skew_10,heavy,Skew,True,True,True,False,False,False,True,422.868,50.09,2.255,1.82,73,Julian_Diego_Mapa,65.0653,0.1612,Julian_Diego_Mapa,0.8508,0.5463,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.395,8.087,13.16,8.379,7.99
1185,Julian_Diego_Mapa,dark_name.jpg,skew_6,medium,Skew,True,True,True,False,False,False,True,408.177,50.07,2.214,3.09,73,Julian_Diego_Mapa,59.2983,0.2375,Julian_Diego_Mapa,0.8772,0.4955,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.519,8.281,12.692,8.485,8.112
1186,Julian_Diego_Mapa,dark_name.jpg,skew_4,light,Skew,True,True,True,False,False,False,True,457.701,50.07,2.292,3.22,74,Julian_Diego_Mapa,59.6743,0.2172,Julian_Diego_Mapa,0.8916,0.4656,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.496,8.171,13.152,8.935,8.306
1187,Julian_Diego_Mapa,dark_name.jpg,persp_10,heavy,Perspective,True,True,True,False,False,False,True,263.419,46.63,1.61,3.66,66,Julian_Diego_Mapa,69.9297,0.12,Julian_Diego_Mapa,0.8028,0.6281,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.493,8.239,12.717,8.876,8.468
1188,Julian_Diego_Mapa,dark_name.jpg,persp_6,medium,Perspective,True,True,True,False,False,False,True,285.688,48.39,1.702,3.76,70,Julian_Diego_Mapa,63.6739,0.1714,Julian_Diego_Mapa,0.8306,0.5821,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,5.122,9.601,15.415,9.014,9.504
1189,Julian_Diego_Mapa,dark_name.jpg,persp_4,light,Perspective,True,True,True,False,False,False,True,276.134,49.02,1.724,4.34,71,Julian_Diego_Mapa,60.6826,0.211,Julian_Diego_Mapa,0.8586,0.5319,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,"quality:blur,low_light",True,Julian_Diego_Mapa,True,"quality_router_sface:blur,low_light",Julian_Diego_Mapa,True,"quality:blur,low_light",quality_triggered_sface,False,True,4.438,8.537,14.18,8.28,8.882
1190,Julian_Diego_Mapa,light_name.jpg,brightness_p25,heavy,Brightness change,True,False,False,False,False,False,False,2092.57,98.95,5.402,1.73,76,Julian_Diego_Mapa,69.549,0.047,Julian_Diego_Mapa,0.877,0.496,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,4.523,8.289,12.873,4.962,13.7
1191,Julian_Diego_Mapa,light_name.jpg,brightness_p20,medium,Brightness change,True,False,False,False,False,False,False,1941.608,94.97,5.192,1.75,76,Julian_Diego_Mapa,69.1765,0.056,Julian_Diego_Mapa,0.8777,0.4945,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,4.385,8.422,13.345,4.571,12.846
1192,Julian_Diego_Mapa,light_name.jpg,brightness_p10,light,Brightness change,True,False,False,False,False,False,False,1638.105,86.97,4.768,1.6,76,Julian_Diego_Mapa,69.6801,0.0403,Julian_Diego_Mapa,0.8792,0.4915,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,5.166,8.244,13.719,5.408,12.852
1193,Julian_Diego_Mapa,light_name.jpg,monochrome,light,Colour to monochrome,True,False,False,False,False,False,False,1353.189,79.48,4.312,1.11,76,Julian_Diego_Mapa,69.3527,0.0479,Julian_Diego_Mapa,0.8486,0.5502,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,4.361,8.217,12.829,4.55,13.292
1194,Julian_Diego_Mapa,light_name.jpg,jpeg_q30,heavy,JPEG compression,True,False,False,False,False,False,False,867.401,79.53,1.612,1.97,76,Julian_Diego_Mapa,73.1614,0.0204,Julian_Diego_Mapa,0.8101,0.6163,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,4.512,9.689,13.008,4.495,13.829
1195,Julian_Diego_Mapa,light_name.jpg,jpeg_q60,medium,JPEG compression,True,False,False,False,False,False,False,1040.623,79.51,2.154,2.35,76,Julian_Diego_Mapa,69.4992,0.0616,Julian_Diego_Mapa,0.8307,0.5818,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,4.893,8.327,13.915,4.59,13.09
1196,Julian_Diego_Mapa,light_name.jpg,jpeg_q80,light,JPEG compression,True,False,False,False,False,False,False,1298.016,79.48,3.236,0.7,76,Julian_Diego_Mapa,69.6526,0.0501,Julian_Diego_Mapa,0.8577,0.5335,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,4.433,8.199,12.941,4.546,12.64
1197,Julian_Diego_Mapa,light_name.jpg,color_8bit,medium,Colour reduction,True,False,False,False,False,False,False,2183.717,78.25,6.292,1.34,74,Julian_Diego_Mapa,79.6809,0.0606,Julian_Diego_Mapa,0.6041,0.8898,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,4.629,8.356,13.523,4.594,13.089
1198,Julian_Diego_Mapa,light_name.jpg,rgb565,light,Colour reduction,True,False,False,False,False,False,False,1380.724,79.03,4.602,1.07,76,Julian_Diego_Mapa,69.0917,0.0597,Julian_Diego_Mapa,0.8829,0.4839,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,4.798,8.984,14.163,4.831,13.202
1199,Julian_Diego_Mapa,light_name.jpg,gaussnoise_12,heavy,Gaussian noise,True,False,False,True,False,False,True,2592.867,79.1,10.07,0.54,75,Andrew_Eroyla,74.1164,0.0053,Julian_Diego_Mapa,0.7728,0.674,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,quality:noise,True,Julian_Diego_Mapa,True,quality_router_sface:noise,Julian_Diego_Mapa,True,quality:noise,quality_triggered_sface,False,True,4.458,8.479,12.433,7.961,8.256
1200,Julian_Diego_Mapa,light_name.jpg,gaussnoise_8,medium,Gaussian noise,True,False,False,False,False,False,False,1901.653,79.06,7.702,1.24,77,Julian_Diego_Mapa,70.091,0.0403,Julian_Diego_Mapa,0.8213,0.5979,Unknown,False,Julian_Diego_Mapa,True,Julian_Diego_Mapa,True,ambiguous_band,True,Unknown,False,quality_router_lbph_reject,Julian_Diego_Mapa,True,ambiguous_band,quality_clear_dual_sface,True,True,4.344,8.192,14.398,5.002,13.127
